YEAR,AREA,BD,PROD,DEPTO
2018,Engineering and Technology,SCIELO,26,Norte de Santander
2018,Engineering and Technology,SCOPUS,71,Norte de Santander
2018,Engineering and Technology,WOS,41,Norte de Santander
2018,Engineering and Technology,SCIELO,19,Quindío
2018,Engineering and Technology,SCOPUS,55,Quindío
2018,Engineering and Technology,WOS,22,Quindío
2018,Engineering and Technology,SCIELO,32,Risaralda
2018,Engineering and Technology,SCOPUS,81,Risaralda
2018,Engineering and Technology,WOS,40,Risaralda
2018,Engineering and Technology,SCIELO,51,Santander
2018,Engineering and Technology,SCOPUS,333,Santander
2018,Engineering and Technology,WOS,239,Santander
2018,Engineering and Technology,SCIELO,13,Sucre
2018,Engineering and Technology,SCOPUS,26,Sucre
2018,Engineering and Technology,WOS,10,Sucre
2018,Engineering and Technology,SCIELO,30,Tolima
2018,Engineering and Technology,SCOPUS,76,Tolima
2018,Engineering and Technology,WOS,44,Tolima
2018,Engineering and Technology,SCIELO,104,Valle del Cauca
2018,Engineering and Technology,SCOPUS,518,Valle del Cauca
2018,Engineering and Technology,WOS,309,Valle del Cauca
2018,Engineering and Technology,SCIELO,56,Atlántico
2018,Engineering and Technology,SCOPUS,446,Atlántico
2018,Engineering and Technology,WOS,221,Atlántico
2018,Humanities,SCIELO,540,Bogotá
2018,Humanities,SCOPUS,1702,Bogotá
2018,Humanities,WOS,961,Bogotá
2018,Humanities,SCIELO,15,Bolívar
2018,Humanities,SCOPUS,53,Bolívar
2018,Humanities,WOS,19,Bolívar
2018,Humanities,SCIELO,49,Boyacá
2018,Humanities,SCOPUS,36,Boyacá
2018,Humanities,WOS,30,Boyacá
2018,Humanities,SCIELO,29,Caldas
2018,Humanities,SCOPUS,68,Caldas
2018,Humanities,WOS,27,Caldas
2018,Humanities,SCIELO,3,Caquetá
2018,Humanities,SCOPUS,4,Caquetá
2018,Humanities,WOS,2,Caquetá
2018,Humanities,SCIELO,21,Cauca
2018,Humanities,SCOPUS,43,Cauca
2018,Humanities,WOS,17,Cauca
2018,Humanities,SCOPUS,1,Cesar
2018,Humanities,WOS,1,Cesar
2018,Humanities,SCIELO,4,Córdoba
2018,Humanities,SCOPUS,8,Córdoba
2018,Humanities,SCIELO,25,Cundinamarca
2018,Humanities,SCOPUS,75,Cundinamarca
2018,Humanities,WOS,49,Cundinamarca
2018,Humanities,SCIELO,17,Huila
2018,Humanities,SCOPUS,39,Huila
2018,Humanities,WOS,7,Huila
2018,Humanities,SCIELO,2,Guajira
2018,Humanities,SCOPUS,17,Guajira
2018,Humanities,WOS,2,Guajira
2018,Humanities,SCIELO,8,Magdalena
2018,Humanities,SCOPUS,30,Magdalena
2018,Humanities,WOS,16,Magdalena
2018,Humanities,SCIELO,205,Antioquia
2018,Humanities,SCOPUS,525,Antioquia
2018,Humanities,WOS,300,Antioquia
2018,Humanities,SCIELO,6,Meta
2018,Humanities,SCOPUS,14,Meta
2018,Humanities,WOS,3,Meta
2018,Humanities,SCIELO,8,Nariño
2018,Humanities,SCOPUS,5,Nariño
2018,Humanities,WOS,3,Nariño
2018,Humanities,SCIELO,14,Norte de Santander
2018,Humanities,SCOPUS,27,Norte de Santander
2018,Humanities,WOS,14,Norte de Santander
2018,Humanities,SCIELO,10,Quindío
2018,Humanities,SCOPUS,14,Quindío
2018,Humanities,WOS,1,Quindío
2018,Humanities,SCIELO,20,Risaralda
2018,Humanities,SCOPUS,34,Risaralda
2018,Humanities,WOS,21,Risaralda
2018,Humanities,SCIELO,29,Santander
2018,Humanities,SCOPUS,119,Santander
2018,Humanities,WOS,58,Santander
2018,Humanities,SCIELO,7,Sucre
2018,Humanities,SCOPUS,13,Sucre
2018,Humanities,WOS,1,Sucre
2018,Humanities,SCIELO,21,Tolima
2018,Humanities,SCOPUS,22,Tolima
2018,Humanities,WOS,14,Tolima
2018,Humanities,SCIELO,94,Valle del Cauca
2018,Humanities,SCOPUS,220,Valle del Cauca
2018,Humanities,WOS,105,Valle del Cauca
2018,Humanities,SCIELO,63,Atlántico
2018,Humanities,SCOPUS,241,Atlántico
2018,Humanities,WOS,124,Atlántico
2018,Medical and Health Sciences,SCIELO,673,Bogotá
2018,Medical and Health Sciences,SCOPUS,2549,Bogotá
2018,Medical and Health Sciences,WOS,2145,Bogotá
2018,Medical and Health Sciences,SCIELO,67,Bolívar
2018,Medical and Health Sciences,SCOPUS,124,Bolívar
2018,Medical and Health Sciences,WOS,110,Bolívar
2018,Medical and Health Sciences,SCIELO,24,Boyacá
2018,Medical and Health Sciences,SCOPUS,58,Boyacá
2018,Medical and Health Sciences,WOS,38,Boyacá
2018,Medical and Health Sciences,SCIELO,54,Caldas
2018,Medical and Health Sciences,SCOPUS,93,Caldas
2018,Medical and Health Sciences,WOS,56,Caldas
2018,Medical and Health Sciences,SCIELO,2,Caquetá
2018,Medical and Health Sciences,SCOPUS,5,Caquetá
2018,Medical and Health Sciences,WOS,3,Caquetá
2018,Medical and Health Sciences,SCIELO,17,Cauca
2018,Medical and Health Sciences,SCOPUS,48,Cauca
2018,Medical and Health Sciences,WOS,30,Cauca
2018,Medical and Health Sciences,SCIELO,4,Cesar
2018,Medical and Health Sciences,SCOPUS,3,Cesar
2018,Medical and Health Sciences,WOS,2,Cesar
2018,Medical and Health Sciences,SCIELO,13,Córdoba
2018,Medical and Health Sciences,SCOPUS,25,Córdoba
2018,Medical and Health Sciences,WOS,14,Córdoba
2018,Medical and Health Sciences,SCIELO,49,Cundinamarca
2018,Medical and Health Sciences,SCOPUS,163,Cundinamarca
2018,Medical and Health Sciences,WOS,143,Cundinamarca
2018,Medical and Health Sciences,SCIELO,21,Huila
2018,Medical and Health Sciences,SCOPUS,20,Huila
2018,Medical and Health Sciences,WOS,14,Huila
2018,Medical and Health Sciences,SCIELO,3,Guajira
2018,Medical and Health Sciences,SCOPUS,12,Guajira
2018,Medical and Health Sciences,WOS,6,Guajira
2018,Medical and Health Sciences,SCIELO,14,Magdalena
2018,Medical and Health Sciences,SCOPUS,41,Magdalena
2018,Medical and Health Sciences,WOS,45,Magdalena
2018,Medical and Health Sciences,SCIELO,347,Antioquia
2018,Medical and Health Sciences,SCOPUS,1024,Antioquia
2018,Medical and Health Sciences,WOS,844,Antioquia
2018,Medical and Health Sciences,SCIELO,7,Meta
2018,Medical and Health Sciences,SCOPUS,13,Meta
2018,Medical and Health Sciences,WOS,3,Meta
2018,Medical and Health Sciences,SCIELO,21,Nariño
2018,Medical and Health Sciences,SCOPUS,29,Nariño
2018,Medical and Health Sciences,WOS,18,Nariño
2018,Medical and Health Sciences,SCIELO,13,Norte de Santander
2018,Medical and Health Sciences,SCOPUS,22,Norte de Santander
2018,Medical and Health Sciences,WOS,12,Norte de Santander
2018,Medical and Health Sciences,SCIELO,13,Quindío
2018,Medical and Health Sciences,SCOPUS,30,Quindío
2018,Medical and Health Sciences,WOS,13,Quindío
2018,Medical and Health Sciences,SCIELO,33,Risaralda
2018,Medical and Health Sciences,SCOPUS,72,Risaralda
2018,Medical and Health Sciences,WOS,83,Risaralda
2018,Medical and Health Sciences,SCIELO,112,Santander
2018,Medical and Health Sciences,SCOPUS,260,Santander
2018,Medical and Health Sciences,WOS,235,Santander
2018,Medical and Health Sciences,SCIELO,7,Sucre
2018,Medical and Health Sciences,SCOPUS,27,Sucre
2018,Medical and Health Sciences,WOS,15,Sucre
2018,Medical and Health Sciences,SCIELO,14,Tolima
2018,Medical and Health Sciences,SCOPUS,50,Tolima
2018,Medical and Health Sciences,WOS,36,Tolima
2018,Medical and Health Sciences,SCIELO,145,Valle del Cauca
2018,Medical and Health Sciences,SCOPUS,466,Valle del Cauca
2018,Medical and Health Sciences,WOS,387,Valle del Cauca
2018,Medical and Health Sciences,SCIELO,77,Atlántico
2018,Medical and Health Sciences,SCOPUS,349,Atlántico
2018,Medical and Health Sciences,WOS,234,Atlántico
2018,Multidisciplinary,SCIELO,712,Bogotá
2018,Multidisciplinary,SCOPUS,152,Bogotá
2018,Multidisciplinary,WOS,85,Bogotá
2018,Multidisciplinary,SCIELO,28,Bolívar
2018,Multidisciplinary,SCOPUS,2,Bolívar
2018,Multidisciplinary,WOS,1,Bolívar
2018,Multidisciplinary,SCIELO,55,Boyacá
2018,Multidisciplinary,SCOPUS,9,Boyacá
2018,Multidisciplinary,WOS,5,Boyacá
2018,Multidisciplinary,SCIELO,54,Caldas
2018,Multidisciplinary,SCOPUS,5,Caldas
2018,Multidisciplinary,WOS,5,Caldas
2018,Multidisciplinary,SCIELO,5,Caquetá
2018,Multidisciplinary,SCOPUS,2,Caquetá
2018,Multidisciplinary,WOS,1,Caquetá
2018,Multidisciplinary,SCIELO,32,Cauca
2018,Multidisciplinary,SCOPUS,6,Cauca
2018,Multidisciplinary,WOS,3,Cauca
2018,Multidisciplinary,SCIELO,7,Cesar
2018,Multidisciplinary,SCOPUS,1,Cesar
2018,Multidisciplinary,WOS,1,Cesar
2018,Multidisciplinary,SCIELO,33,Córdoba
2018,Multidisciplinary,SCOPUS,10,Córdoba
2018,Multidisciplinary,WOS,6,Córdoba
2018,Multidisciplinary,SCIELO,36,Cundinamarca
2018,Multidisciplinary,SCOPUS,14,Cundinamarca
2018,Multidisciplinary,WOS,4,Cundinamarca
2018,Multidisciplinary,SCIELO,11,Chocó
2018,Multidisciplinary,SCOPUS,1,Chocó
2018,Multidisciplinary,SCIELO,11,Huila
2018,Multidisciplinary,SCOPUS,5,Huila
2018,Multidisciplinary,SCIELO,20,Guajira
2018,Multidisciplinary,SCOPUS,1,Guajira
2018,Multidisciplinary,WOS,1,Guajira
2018,Multidisciplinary,SCIELO,20,Magdalena
2018,Multidisciplinary,SCOPUS,2,Magdalena
2018,Multidisciplinary,WOS,1,Magdalena
2018,Multidisciplinary,SCIELO,258,Antioquia
2018,Multidisciplinary,SCOPUS,67,Antioquia
2018,Multidisciplinary,WOS,37,Antioquia
2018,Multidisciplinary,SCIELO,9,Meta
2018,Multidisciplinary,SCOPUS,1,Meta
2018,Multidisciplinary,WOS,1,Meta
2018,Multidisciplinary,SCIELO,20,Nariño
2018,Multidisciplinary,SCOPUS,2,Nariño
2018,Multidisciplinary,WOS,3,Nariño
2018,Multidisciplinary,SCIELO,30,Norte de Santander
2018,Multidisciplinary,SCOPUS,9,Norte de Santander
2018,Multidisciplinary,WOS,8,Norte de Santander
2018,Multidisciplinary,SCIELO,19,Quindío
2018,Multidisciplinary,SCOPUS,2,Quindío
2018,Multidisciplinary,WOS,1,Quindío
2018,Multidisciplinary,SCIELO,30,Risaralda
2018,Multidisciplinary,SCOPUS,6,Risaralda
2018,Multidisciplinary,WOS,4,Risaralda
2018,Multidisciplinary,SCIELO,61,Santander
2018,Multidisciplinary,SCOPUS,20,Santander
2018,Multidisciplinary,WOS,20,Santander
2018,Multidisciplinary,SCIELO,26,Sucre
2018,Multidisciplinary,SCOPUS,6,Sucre
2018,Multidisciplinary,WOS,2,Sucre
2018,Multidisciplinary,SCIELO,27,Tolima
2018,Multidisciplinary,SCOPUS,6,Tolima
2018,Multidisciplinary,WOS,3,Tolima
2018,Multidisciplinary,SCIELO,129,Valle del Cauca
2018,Multidisciplinary,SCOPUS,21,Valle del Cauca
2018,Multidisciplinary,WOS,16,Valle del Cauca
2018,Multidisciplinary,SCIELO,74,Atlántico
2018,Multidisciplinary,SCOPUS,9,Atlántico
2018,Multidisciplinary,WOS,8,Atlántico
2018,Natural Sciences,SCIELO,423,Bogotá
2018,Natural Sciences,SCOPUS,3883,Bogotá
2018,Natural Sciences,WOS,2687,Bogotá
2018,Natural Sciences,SCIELO,18,Bolívar
2018,Natural Sciences,SCOPUS,154,Bolívar
2018,Natural Sciences,WOS,84,Bolívar
2018,Natural Sciences,SCIELO,20,Boyacá
2018,Natural Sciences,SCOPUS,98,Boyacá
2018,Natural Sciences,WOS,50,Boyacá
2018,Natural Sciences,SCIELO,45,Caldas
2018,Natural Sciences,SCOPUS,117,Caldas
2018,Natural Sciences,WOS,56,Caldas
2018,Natural Sciences,SCIELO,9,Caquetá
2018,Natural Sciences,SCOPUS,15,Caquetá
2018,Natural Sciences,WOS,7,Caquetá
2018,Natural Sciences,SCIELO,12,Cauca
2018,Natural Sciences,SCOPUS,113,Cauca
2018,Natural Sciences,WOS,38,Cauca
2018,Natural Sciences,SCIELO,6,Cesar
2018,Natural Sciences,SCOPUS,4,Cesar
2018,Natural Sciences,WOS,2,Cesar
2018,Natural Sciences,SCIELO,30,Córdoba
2018,Natural Sciences,SCOPUS,51,Córdoba
2018,Natural Sciences,WOS,24,Córdoba
2018,Natural Sciences,SCIELO,31,Cundinamarca
2018,Natural Sciences,SCOPUS,156,Cundinamarca
2018,Natural Sciences,WOS,105,Cundinamarca
2018,Natural Sciences,SCIELO,10,Chocó
2018,Natural Sciences,SCOPUS,2,Chocó
2018,Natural Sciences,SCIELO,8,Huila
2018,Natural Sciences,SCOPUS,20,Huila
2018,Natural Sciences,WOS,5,Huila
2018,Natural Sciences,SCIELO,5,Guajira
2018,Natural Sciences,SCOPUS,21,Guajira
2018,Natural Sciences,WOS,3,Guajira
2018,Natural Sciences,SCIELO,27,Magdalena
2018,Natural Sciences,SCOPUS,95,Magdalena
2018,Natural Sciences,WOS,72,Magdalena
2018,Natural Sciences,SCIELO,143,Antioquia
2018,Natural Sciences,SCOPUS,1336,Antioquia
2018,Natural Sciences,WOS,874,Antioquia
2018,Natural Sciences,SCIELO,19,Meta
2018,Natural Sciences,SCOPUS,28,Meta
2018,Natural Sciences,WOS,5,Meta
2018,Natural Sciences,SCIELO,18,Nariño
2018,Natural Sciences,SCOPUS,59,Nariño
2018,Natural Sciences,WOS,34,Nariño
2018,Natural Sciences,SCIELO,11,Norte de Santander
2018,Natural Sciences,SCOPUS,69,Norte de Santander
2018,Natural Sciences,WOS,30,Norte de Santander
2018,Natural Sciences,SCIELO,20,Quindío
2018,Natural Sciences,SCOPUS,61,Quindío
2018,Natural Sciences,WOS,31,Quindío
2018,Natural Sciences,SCIELO,11,Risaralda
2018,Natural Sciences,SCOPUS,123,Risaralda
2018,Natural Sciences,WOS,51,Risaralda
2018,Natural Sciences,SCIELO,49,Santander
2018,Natural Sciences,SCOPUS,415,Santander
2018,Natural Sciences,WOS,277,Santander
2018,Natural Sciences,SCIELO,20,Sucre
2018,Natural Sciences,SCOPUS,28,Sucre
2018,Natural Sciences,WOS,18,Sucre
2018,Natural Sciences,SCIELO,31,Tolima
2018,Natural Sciences,SCOPUS,76,Tolima
2018,Natural Sciences,WOS,45,Tolima
2018,Natural Sciences,SCIELO,83,Valle del Cauca
2018,Natural Sciences,SCOPUS,660,Valle del Cauca
2018,Natural Sciences,WOS,423,Valle del Cauca
2018,Natural Sciences,SCIELO,28,Atlántico
2018,Natural Sciences,SCOPUS,505,Atlántico
2018,Natural Sciences,WOS,248,Atlántico
2018,Social Sciences,SCIELO,757,Bogotá
2018,Social Sciences,SCOPUS,1639,Bogotá
2018,Social Sciences,WOS,1361,Bogotá
2018,Social Sciences,SCIELO,34,Bolívar
2018,Social Sciences,SCOPUS,66,Bolívar
2018,Social Sciences,WOS,36,Bolívar
2018,Social Sciences,SCIELO,59,Boyacá
2018,Social Sciences,SCOPUS,53,Boyacá
2018,Social Sciences,WOS,42,Boyacá
2018,Social Sciences,SCIELO,35,Caldas
2018,Social Sciences,SCOPUS,57,Caldas
2018,Social Sciences,WOS,49,Caldas
2018,Social Sciences,SCIELO,4,Caquetá
2018,Social Sciences,SCOPUS,6,Caquetá
2018,Social Sciences,WOS,5,Caquetá
2018,Social Sciences,SCIELO,26,Cauca
2018,Social Sciences,SCOPUS,34,Cauca
2018,Social Sciences,WOS,26,Cauca
2018,Social Sciences,SCIELO,2,Cesar
2018,Social Sciences,SCOPUS,2,Cesar
2018,Social Sciences,WOS,2,Cesar
2018,Social Sciences,SCIELO,12,Córdoba
2018,Social Sciences,SCOPUS,24,Córdoba
2018,Social Sciences,WOS,10,Córdoba
2018,Social Sciences,SCIELO,39,Cundinamarca
2018,Social Sciences,SCOPUS,88,Cundinamarca
2018,Social Sciences,WOS,70,Cundinamarca
2018,Social Sciences,SCIELO,3,Chocó
2018,Social Sciences,SCIELO,18,Huila
2018,Social Sciences,SCOPUS,11,Huila
2018,Social Sciences,WOS,9,Huila
2018,Social Sciences,SCIELO,3,Guajira
2018,Social Sciences,SCOPUS,25,Guajira
2018,Social Sciences,WOS,4,Guajira
2018,Social Sciences,SCIELO,10,Magdalena
2018,Social Sciences,SCOPUS,36,Magdalena
2018,Social Sciences,WOS,26,Magdalena
2018,Social Sciences,SCIELO,271,Antioquia
2018,Social Sciences,SCOPUS,494,Antioquia
2018,Social Sciences,WOS,393,Antioquia
2018,Social Sciences,SCIELO,7,Meta
2018,Social Sciences,SCOPUS,21,Meta
2018,Social Sciences,WOS,3,Meta
2018,Social Sciences,SCIELO,21,Nariño
2018,Social Sciences,SCOPUS,13,Nariño
2018,Social Sciences,WOS,16,Nariño
2018,Social Sciences,SCIELO,15,Norte de Santander
2018,Social Sciences,SCOPUS,24,Norte de Santander
2018,Social Sciences,WOS,14,Norte de Santander
2018,Social Sciences,SCIELO,15,Quindío
2018,Social Sciences,SCOPUS,20,Quindío
2018,Social Sciences,WOS,9,Quindío
2018,Social Sciences,SCIELO,21,Risaralda
2018,Social Sciences,SCOPUS,21,Risaralda
2018,Social Sciences,WOS,22,Risaralda
2018,Social Sciences,SCIELO,56,Santander
2018,Social Sciences,SCOPUS,85,Santander
2018,Social Sciences,WOS,72,Santander
2018,Social Sciences,SCIELO,9,Sucre
2018,Social Sciences,SCOPUS,13,Sucre
2018,Social Sciences,WOS,4,Sucre
2018,Social Sciences,SCIELO,20,Tolima
2018,Social Sciences,SCOPUS,24,Tolima
2018,Social Sciences,WOS,13,Tolima
2018,Social Sciences,SCIELO,131,Valle del Cauca
2018,Social Sciences,SCOPUS,221,Valle del Cauca
2018,Social Sciences,WOS,186,Valle del Cauca
2018,Social Sciences,SCIELO,118,Atlántico
2018,Social Sciences,SCOPUS,293,Atlántico
2018,Social Sciences,WOS,170,Atlántico
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
,,,,
